,material-dict-coolant-ID-0,material-dict-fuel-density,lethargy-fission-causing-neutrons,neutrons-per-fission,source-entropy-stable-cycle,geometry-dict-poison-radius,criticality-dict-particles-per-cycle,prompt-removal-lifetime,geometry-dict-margin,material-dict-gap-ID-0,geometry-dict-clad-thickness,fast-fission,material-dict-clad-name,criticality-dict-skipped-cycles,criticality-dict-ksrc,material-dict-fuel-name,material-dict-clad-ID-0,geometry-dict-hex-height,material-dict-gap-density,prompt-removal-lifetime-std,condition-dict-coolant,energy-fission-causing-neutrons,geometry-dict-gap-width,material-dict-coolant-density,geometry-dict-fuel-radius,description,criticality,material-dict-fuel-ID-0,geometry-dict-clad-radius,epithermal-fission,source-entropy,source-entropy-std,material-dict-clad-density,material-dict-coolant-name,geometry-dict-hex-facet-1,geometry-dict-hex-facet-0,geometry-dict-hex-facet-2,geometry-dict-hex-base,criticality-std,thermal-fission,condition-dict-poison,criticality-dict-total-cycles,geometry-dict-gap-radius,criticality-dict-criticality-guess,geometry-dict-poison-thickness,material-dict-gap-name
40,0013,-13.43672,5.318e-05,2.4,2.0,0.16249999999999998,50000,1.4482e-05,0.28945312499999998,0011,0.1,6.5,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.0462e-07,True,0.14514,0.04,-2.1228808,0.16249999999999998,UC - None - 0.162 cm radius - 0.289 cm margin,0.74787,0001,0.30249999999999999,73.67,5.78,0.00557,-2.8,flibe,0.2959765625  -0.5126464441  0.0  ,0.591953125  0.0  0.0  ,-0.2959765625  -0.5126464441  0.0  ,0.0  0.0  -2.5,0.00024,19.83,False,80,0.20249999999999999,1.0,0.0,helium
41,0013,-13.43672,0.007304,2.4,2.0,0.38124999999999998,50000,1.315e-06,0.13701171874999998,0011,0.1,24.83,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.8388e-09,True,0.53088,0.04,-2.1228808,0.38124999999999998,UC - None - 0.381 cm radius - 0.137 cm margin,0.77333,0001,0.52124999999999999,75.11,7.1,0.00457,-2.8,flibe,0.329130859375  -0.570071370776  0.0  ,0.65826171875  0.0  0.0  ,-0.329130859375  -0.570071370776  0.0  ,0.0  0.0  -2.5,0.00017,0.05,False,80,0.42124999999999996,1.0,0.0,helium
42,0013,-13.43672,0.00052943,2.4,2.0,0.50624999999999998,50000,4.9442e-06,0.62490234374999998,0011,0.1,12.26,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.7412e-08,True,0.27461,0.04,-2.1228808,0.50624999999999998,UC - None - 0.506 cm radius - 0.625 cm margin,0.77814,0001,0.64624999999999999,83.06,7.6,0.00244,-2.8,flibe,0.635576171875  -1.10085022177  0.0  ,1.27115234375  0.0  0.0  ,-0.635576171875  -1.10085022177  0.0  ,0.0  0.0  -2.5,0.00024,4.67,False,80,0.54625000000000001,1.0,0.0,helium
43,0013,-13.43672,0.0037274,2.4,3.0,0.28749999999999998,50000,1.8375e-06,0.134765625,0011,0.1,20.62,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.2963e-09,True,0.44332,0.04,-2.1228808,0.28749999999999998,UC - None - 0.287 cm radius - 0.135 cm margin,0.7597,0001,0.42749999999999999,79.13,6.4,0.00288,-2.8,flibe,0.2811328125  -0.486936314925  0.0  ,0.562265625  0.0  0.0  ,-0.2811328125  -0.486936314925  0.0  ,0.0  0.0  -2.5,0.00019,0.25,False,80,0.32749999999999996,1.0,0.0,helium
44,0013,-13.43672,0.00019486,2.4,2.0,0.25624999999999998,50000,7.9823e-06,0.37236328124999996,0011,0.1,9.22,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.6006e-08,True,0.20517,0.04,-2.1228808,0.25624999999999998,UC - None - 0.256 cm radius - 0.372 cm margin,0.75139,0001,0.39624999999999999,80.95,6.34,0.00424,-2.8,flibe,0.384306640625  -0.665638627249  0.0  ,0.76861328125  0.0  0.0  ,-0.384306640625  -0.665638627249  0.0  ,0.0  0.0  -2.5,0.00026,9.84,False,80,0.29624999999999996,1.0,0.0,helium
45,0013,-13.43672,0.0014533,2.4,2.0,0.53749999999999998,50000,2.8993e-06,0.48710937499999996,0011,0.1,15.91,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.2682e-08,True,0.35248,0.04,-2.1228808,0.53749999999999998,UC - None - 0.537 cm radius - 0.487 cm margin,0.77272,0001,0.67749999999999999,82.65,7.67,0.00336,-2.8,flibe,0.5823046875  -1.00858130424  0.0  ,1.164609375  0.0  0.0  ,-0.5823046875  -1.00858130424  0.0  ,0.0  0.0  -2.5,0.00018,1.44,False,80,0.57750000000000001,1.0,0.0,helium
46,0013,-13.43672,0.00028012,2.4,4.0,0.50624999999999998,50000,7.0053e-06,0.73564453124999996,0011,0.1,10.53,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.0199e-08,True,0.23819,0.04,-2.1228808,0.50624999999999998,UC - None - 0.506 cm radius - 0.736 cm margin,0.78926,0001,0.64624999999999999,81.5,7.61,0.00398,-2.8,flibe,0.690947265625  -1.19675576941  0.0  ,1.38189453125  0.0  0.0  ,-0.690947265625  -1.19675576941  0.0  ,0.0  0.0  -2.5,0.00025,7.97,False,80,0.54625000000000001,1.0,0.0,helium
47,0013,-13.43672,0.00020241,2.4,3.0,0.47499999999999998,50000,8.1801e-06,0.7421875,0011,0.1,9.71,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.8877e-08,True,0.21996,0.04,-2.1228808,0.47499999999999998,UC - None - 0.475 cm radius - 0.742 cm margin,0.79189,0001,0.61499999999999999,80.32,7.53,0.00366,-2.8,flibe,0.67859375  -1.1753588527  0.0  ,1.3571875  0.0  0.0  ,-0.67859375  -1.1753588527  0.0  ,0.0  0.0  -2.5,0.00027,9.98,False,80,0.51500000000000001,1.0,0.0,helium
48,0013,-13.43672,0.00012962,2.4,2.0,0.22499999999999998,50000,9.7802e-06,0.35156249999999994,0011,0.1,8.26,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,5.6603e-08,True,0.1843,0.04,-2.1228808,0.22499999999999998,UC - None - 0.225 cm radius - 0.352 cm margin,0.75019,0001,0.36499999999999999,79.08,6.25,0.00315,-2.8,flibe,0.35828125  -0.620561328399  0.0  ,0.7165625  0.0  0.0  ,-0.35828125  -0.620561328399  0.0  ,0.0  0.0  -2.5,0.00027,12.66,False,80,0.26499999999999996,1.0,0.0,helium
49,0013,-13.43672,0.0032169,2.4,2.0,0.19374999999999998,50000,2.1008e-06,0.069628906249999997,0011,0.1,20.06,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,5.6041e-09,True,0.42621,0.04,-2.1228808,0.19374999999999998,UC - None - 0.194 cm radius - 0.070 cm margin,0.74996,0001,0.33374999999999999,79.59,6.07,0.00576,-2.8,flibe,0.201689453125  -0.349336380163  0.0  ,0.40337890625  0.0  0.0  ,-0.201689453125  -0.349336380163  0.0  ,0.0  0.0  -2.5,0.00017,0.35,False,80,0.23374999999999999,1.0,0.0,helium
50,0013,-13.43672,0.0001138,2.4,6.0,0.53749999999999998,50000,1.0969e-05,0.95742187499999998,0011,0.1,8.6,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,7.6143e-08,True,0.19753,0.04,-2.1228808,0.53749999999999998,UC - None - 0.537 cm radius - 0.957 cm margin,0.81657,0001,0.67749999999999999,77.19,7.67,0.00296,-2.8,flibe,0.8174609375  -1.41588387695  0.0  ,1.634921875  0.0  0.0  ,-0.8174609375  -1.41588387695  0.0  ,0.0  0.0  -2.5,0.00024,14.21,False,80,0.57750000000000001,1.0,0.0,helium
51,0013,-13.43672,0.004074,2.4,2.0,0.50624999999999998,50000,1.6821e-06,0.29267578124999999,0011,0.1,21.04,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.1658e-09,True,0.45855,0.04,-2.1228808,0.50624999999999998,UC - None - 0.506 cm radius - 0.293 cm margin,0.773,0001,0.64624999999999999,78.73,7.6,0.00274,-2.8,flibe,0.469462890625  -0.813133578831  0.0  ,0.93892578125  0.0  0.0  ,-0.469462890625  -0.813133578831  0.0  ,0.0  0.0  -2.5,0.00018,0.23,False,80,0.54625000000000001,1.0,0.0,helium
52,0013,-13.43672,0.0003909,2.4,2.0,0.53749999999999998,50000,5.843e-06,0.72226562500000002,0011,0.1,11.44,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,3.6322e-08,True,0.25804,0.04,-2.1228808,0.53749999999999998,UC - None - 0.537 cm radius - 0.722 cm margin,0.78671,0001,0.67749999999999999,82.39,7.67,0.00314,-2.8,flibe,0.6998828125  -1.21223259059  0.0  ,1.399765625  0.0  0.0  ,-0.6998828125  -1.21223259059  0.0  ,0.0  0.0  -2.5,0.00026,6.16,False,80,0.57750000000000001,1.0,0.0,helium
53,0013,-13.43672,0.00087777,2.4,1.0,0.38124999999999998,50000,3.7852e-06,0.38720703125,0011,0.1,13.76,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.5531e-08,True,0.3046,0.04,-2.1228808,0.38124999999999998,UC - None - 0.381 cm radius - 0.387 cm margin,0.75913,0001,0.52124999999999999,83.61,7.1,0.00481,-2.8,flibe,0.454228515625  -0.786746867309  0.0  ,0.90845703125  0.0  0.0  ,-0.454228515625  -0.786746867309  0.0  ,0.0  0.0  -2.5,0.00021,2.63,False,80,0.42124999999999996,1.0,0.0,helium
54,0013,-13.43672,8.2672e-05,2.4,3.0,0.44374999999999998,50000,1.2527e-05,0.83896484374999991,0011,0.1,7.83,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,8.9933e-08,True,0.17989,0.04,-2.1228808,0.44374999999999998,UC - None - 0.444 cm radius - 0.839 cm margin,0.81106,0001,0.58374999999999999,75.6,7.43,0.00335,-2.8,flibe,0.711357421875  -1.23210719703  0.0  ,1.42271484375  0.0  0.0  ,-0.711357421875  -1.23210719703  0.0  ,0.0  0.0  -2.5,0.00029,16.57,False,80,0.48374999999999996,1.0,0.0,helium
55,0013,-13.43672,3.099e-05,2.4,4.0,0.13124999999999998,50000,1.8241e-05,0.24814453124999997,0011,0.1,5.62,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.3639e-07,True,0.12509,0.04,-2.1228808,0.13124999999999998,UC - None - 0.131 cm radius - 0.248 cm margin,0.7465,0001,0.27124999999999999,69.57,5.22,0.00533,-2.8,flibe,0.259697265625  -0.449808858649  0.0  ,0.51939453125  0.0  0.0  ,-0.259697265625  -0.449808858649  0.0  ,0.0  0.0  -2.5,0.0003,24.81,False,80,0.17124999999999999,1.0,0.0,helium
56,0013,-13.43672,0.00014002,2.4,1.0,0.13124999999999998,50000,9.577e-06,0.16201171874999998,0011,0.1,8.38,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,6.0874e-08,True,0.18353,0.04,-2.1228808,0.13124999999999998,UC - None - 0.131 cm radius - 0.162 cm margin,0.71858,0001,0.27124999999999999,79.57,5.21,0.00541,-2.8,flibe,0.216630859375  -0.375215654925  0.0  ,0.43326171875  0.0  0.0  ,-0.216630859375  -0.375215654925  0.0  ,0.0  0.0  -2.5,0.00025,12.05,False,80,0.17124999999999999,1.0,0.0,helium
57,0013,-13.43672,0.00028657,2.4,3.0,0.28749999999999998,50000,6.6763e-06,0.38632812499999997,0011,0.1,10.2,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,3.5951e-08,True,0.22699,0.04,-2.1228808,0.28749999999999998,UC - None - 0.287 cm radius - 0.386 cm margin,0.75295,0001,0.42749999999999999,82.31,6.4,0.0023,-2.8,flibe,0.4069140625  -0.704795830564  0.0  ,0.813828125  0.0  0.0  ,-0.4069140625  -0.704795830564  0.0  ,0.0  0.0  -2.5,0.00022,7.49,False,80,0.32749999999999996,1.0,0.0,helium
58,0013,-13.43672,0.0014651,2.4,2.0,0.31874999999999998,50000,2.8931e-06,0.25400390624999997,0011,0.1,15.77,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.0144e-08,True,0.34454,0.04,-2.1228808,0.31874999999999998,UC - None - 0.319 cm radius - 0.254 cm margin,0.75265,0001,0.45874999999999999,82.94,6.57,0.00413,-2.8,flibe,0.356376953125  -0.617262989459  0.0  ,0.71275390625  0.0  0.0  ,-0.356376953125  -0.617262989459  0.0  ,0.0  0.0  -2.5,0.00019,1.3,False,80,0.35874999999999996,1.0,0.0,helium
59,0013,-13.43672,0.00064122,2.4,4.0,0.25624999999999998,50000,4.4662e-06,0.26025390625,0011,0.1,12.54,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.0666e-08,True,0.27578,0.04,-2.1228808,0.25624999999999998,UC - None - 0.256 cm radius - 0.260 cm margin,0.7421,0001,0.39624999999999999,83.86,6.34,0.00345,-2.8,flibe,0.328251953125  -0.568549060496  0.0  ,0.65650390625  0.0  0.0  ,-0.328251953125  -0.568549060496  0.0  ,0.0  0.0  -2.5,0.00017,3.6,False,80,0.29624999999999996,1.0,0.0,helium
60,0013,-13.43672,0.0012701,2.4,4.0,0.41249999999999998,50000,3.112e-06,0.37382812499999996,0011,0.1,15.21,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.126e-08,True,0.33515,0.04,-2.1228808,0.41249999999999998,UC - None - 0.412 cm radius - 0.374 cm margin,0.76208,0001,0.55249999999999999,83.13,7.29,0.00363,-2.8,flibe,0.4631640625  -0.80222368849  0.0  ,0.926328125  0.0  0.0  ,-0.4631640625  -0.80222368849  0.0  ,0.0  0.0  -2.5,0.0002,1.65,False,80,0.45249999999999996,1.0,0.0,helium
61,0013,-13.43672,0.00012752,2.4,1.0,0.31874999999999998,50000,9.9367e-06,0.53291015624999993,0011,0.1,8.38,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,7.1634e-08,True,0.18888,0.04,-2.1228808,0.31874999999999998,UC - None - 0.319 cm radius - 0.533 cm margin,0.77416,0001,0.45874999999999999,78.73,6.57,0.00332,-2.8,flibe,0.495830078125  -0.858802887233  0.0  ,0.99166015625  0.0  0.0  ,-0.495830078125  -0.858802887233  0.0  ,0.0  0.0  -2.5,0.00024,12.89,False,80,0.35874999999999996,1.0,0.0,helium
62,0013,-13.43672,0.0021015,2.4,2.0,0.56874999999999998,50000,2.373e-06,0.45322265624999997,0011,0.1,17.59,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,8.5391e-09,True,0.38764,0.04,-2.1228808,0.56874999999999998,UC - None - 0.569 cm radius - 0.453 cm margin,0.77453,0001,0.70874999999999999,81.59,7.73,0.00275,-2.8,flibe,0.580986328125  -1.00629783882  0.0  ,1.16197265625  0.0  0.0  ,-0.580986328125  -1.00629783882  0.0  ,0.0  0.0  -2.5,0.00019,0.82,False,80,0.60875000000000001,1.0,0.0,helium
63,0013,-13.43672,0.00035604,2.4,3.0,0.41249999999999998,50000,6.0568e-06,0.55429687500000002,0011,0.1,10.99,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,3.8387e-08,True,0.24658,0.04,-2.1228808,0.41249999999999998,UC - None - 0.412 cm radius - 0.554 cm margin,0.77149,0001,0.55249999999999999,82.53,7.29,0.00438,-2.8,flibe,0.5533984375  -0.958514210579  0.0  ,1.106796875  0.0  0.0  ,-0.5533984375  -0.958514210579  0.0  ,0.0  0.0  -2.5,0.00021,6.48,False,80,0.45249999999999996,1.0,0.0,helium
64,0013,-13.43672,0.0033446,2.4,2.0,0.38124999999999998,50000,1.8795e-06,0.22041015624999999,0011,0.1,19.9,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.5756e-09,True,0.43111,0.04,-2.1228808,0.38124999999999998,UC - None - 0.381 cm radius - 0.220 cm margin,0.76464,0001,0.52124999999999999,79.78,7.1,0.00394,-2.8,flibe,0.370830078125  -0.642296536287  0.0  ,0.74166015625  0.0  0.0  ,-0.370830078125  -0.642296536287  0.0  ,0.0  0.0  -2.5,0.00016,0.32,False,80,0.42124999999999996,1.0,0.0,helium
65,0013,-13.43672,0.0019851,2.4,2.0,0.50624999999999998,50000,2.4274e-06,0.40341796874999997,0011,0.1,17.26,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,8.4225e-09,True,0.37978,0.04,-2.1228808,0.50624999999999998,UC - None - 0.506 cm radius - 0.403 cm margin,0.77022,0001,0.64624999999999999,81.86,7.6,0.00439,-2.8,flibe,0.524833984375  -0.909039126476  0.0  ,1.04966796875  0.0  0.0  ,-0.524833984375  -0.909039126476  0.0  ,0.0  0.0  -2.5,0.00015,0.87,False,80,0.54625000000000001,1.0,0.0,helium
66,0013,-13.43672,0.00025155,2.4,2.0,0.38124999999999998,50000,7.2252e-06,0.55400390624999996,0011,0.1,10.03,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.3958e-08,True,0.22565,0.04,-2.1228808,0.38124999999999998,UC - None - 0.381 cm radius - 0.554 cm margin,0.77245,0001,0.52124999999999999,81.58,7.1,0.00528,-2.8,flibe,0.537626953125  -0.931197198331  0.0  ,1.07525390625  0.0  0.0  ,-0.537626953125  -0.931197198331  0.0  ,0.0  0.0  -2.5,0.00022,8.39,False,80,0.42124999999999996,1.0,0.0,helium
67,0013,-13.43672,0.00010714,2.4,2.0,0.41249999999999998,50000,1.0958e-05,0.73476562499999998,0011,0.1,8.23,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,6.9605e-08,True,0.1875,0.04,-2.1228808,0.41249999999999998,UC - None - 0.412 cm radius - 0.735 cm margin,0.7972,0001,0.55249999999999999,77.37,7.29,0.00397,-2.8,flibe,0.6436328125  -1.11480473267  0.0  ,1.287265625  0.0  0.0  ,-0.6436328125  -1.11480473267  0.0  ,0.0  0.0  -2.5,0.00026,14.4,False,80,0.45249999999999996,1.0,0.0,helium
68,0013,-13.43672,0.0010149,2.4,2.0,0.50624999999999998,50000,3.4688e-06,0.51416015625,0011,0.1,14.45,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.7675e-08,True,0.32148,0.04,-2.1228808,0.50624999999999998,UC - None - 0.506 cm radius - 0.514 cm margin,0.772,0001,0.64624999999999999,83.24,7.6,0.00372,-2.8,flibe,0.580205078125  -1.00494467412  0.0  ,1.16041015625  0.0  0.0  ,-0.580205078125  -1.00494467412  0.0  ,0.0  0.0  -2.5,0.00021,2.31,False,80,0.54625000000000001,1.0,0.0,helium
69,0013,-13.43672,4.9357e-05,2.4,2.0,0.13124999999999998,50000,1.5072e-05,0.21943359374999996,0011,0.1,6.35,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.016e-07,True,0.1406,0.04,-2.1228808,0.13124999999999998,UC - None - 0.131 cm radius - 0.219 cm margin,0.73563,0001,0.27124999999999999,73.14,5.22,0.00627,-2.8,flibe,0.245341796875  -0.424944457408  0.0  ,0.49068359375  0.0  0.0  ,-0.245341796875  -0.424944457408  0.0  ,0.0  0.0  -2.5,0.00028,20.5,False,80,0.17124999999999999,1.0,0.0,helium
70,0013,-13.43672,0.00081719,2.4,2.0,0.13124999999999998,50000,4.2354e-06,0.075878906249999989,0011,0.1,13.67,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.1087e-08,True,0.29248,0.04,-2.1228808,0.13124999999999998,UC - None - 0.131 cm radius - 0.076 cm margin,0.71876,0001,0.27124999999999999,83.51,5.21,0.00621,-2.8,flibe,0.173564453125  -0.3006224512  0.0  ,0.34712890625  0.0  0.0  ,-0.173564453125  -0.3006224512  0.0  ,0.0  0.0  -2.5,0.00018,2.82,False,80,0.17124999999999999,1.0,0.0,helium
71,0013,-13.43672,0.000484,2.4,2.0,0.16249999999999998,50000,5.2991e-06,0.14726562499999998,0011,0.1,11.65,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.6514e-08,True,0.25324,0.04,-2.1228808,0.16249999999999998,UC - None - 0.162 cm radius - 0.147 cm margin,0.72247,0001,0.30249999999999999,83.6,5.78,0.00485,-2.8,flibe,0.2248828125  -0.389508456999  0.0  ,0.449765625  0.0  0.0  ,-0.2248828125  -0.389508456999  0.0  ,0.0  0.0  -2.5,0.0002,4.76,False,80,0.20249999999999999,1.0,0.0,helium
72,0013,-13.43672,0.0014214,2.4,1.0,0.22499999999999998,50000,3.007e-06,0.15468749999999998,0011,0.1,15.67,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,1.1058e-08,True,0.33959,0.04,-2.1228808,0.22499999999999998,UC - None - 0.225 cm radius - 0.155 cm margin,0.7414,0001,0.36499999999999999,83.0,6.24,0.00439,-2.8,flibe,0.25984375  -0.450062577029  0.0  ,0.5196875  0.0  0.0  ,-0.25984375  -0.450062577029  0.0  ,0.0  0.0  -2.5,0.00018,1.33,False,80,0.26499999999999996,1.0,0.0,helium
73,0013,-13.43672,0.00026875,2.4,3.0,0.44374999999999998,50000,7.0926e-06,0.64482421874999996,0011,0.1,10.3,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,4.6386e-08,True,0.23234,0.04,-2.1228808,0.44374999999999998,UC - None - 0.444 cm radius - 0.645 cm margin,0.78121,0001,0.58374999999999999,81.58,7.43,0.00453,-2.8,flibe,0.614287109375  -1.06397648387  0.0  ,1.22857421875  0.0  0.0  ,-0.614287109375  -1.06397648387  0.0  ,0.0  0.0  -2.5,0.00022,8.12,False,80,0.48374999999999996,1.0,0.0,helium
74,0013,-13.43672,0.0027142,2.4,2.0,0.47499999999999998,50000,2.0718e-06,0.32656249999999998,0011,0.1,18.78,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,7.0514e-09,True,0.41038,0.04,-2.1228808,0.47499999999999998,UC - None - 0.475 cm radius - 0.327 cm margin,0.76924,0001,0.61499999999999999,80.73,7.52,0.00394,-2.8,flibe,0.47078125  -0.815417044251  0.0  ,0.9415625  0.0  0.0  ,-0.47078125  -0.815417044251  0.0  ,0.0  0.0  -2.5,0.0002,0.5,False,80,0.51500000000000001,1.0,0.0,helium
75,0013,-13.43672,0.0062251,2.4,2.0,0.53749999999999998,50000,1.3783e-06,0.251953125,0011,0.1,23.66,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,3.3614e-09,True,0.51153,0.04,-2.1228808,0.53749999999999998,UC - None - 0.537 cm radius - 0.252 cm margin,0.77728,0001,0.67749999999999999,76.26,7.67,0.00332,-2.8,flibe,0.4647265625  -0.804930017877  0.0  ,0.929453125  0.0  0.0  ,-0.4647265625  -0.804930017877  0.0  ,0.0  0.0  -2.5,0.00021,0.09,False,80,0.57750000000000001,1.0,0.0,helium
76,0013,-13.43672,0.00050334,2.4,2.0,0.44374999999999998,50000,5.1024e-06,0.54775390624999998,0011,0.1,12.01,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.3455e-08,True,0.26857,0.04,-2.1228808,0.44374999999999998,UC - None - 0.444 cm radius - 0.548 cm margin,0.77081,0001,0.58374999999999999,83.16,7.43,0.00442,-2.8,flibe,0.565751953125  -0.979911127294  0.0  ,1.13150390625  0.0  0.0  ,-0.565751953125  -0.979911127294  0.0  ,0.0  0.0  -2.5,0.00021,4.83,False,80,0.48374999999999996,1.0,0.0,helium
77,0013,-13.43672,0.0016803,2.4,2.0,0.38124999999999998,50000,2.6648e-06,0.30380859374999997,0011,0.1,16.39,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,8.9478e-09,True,0.3596,0.04,-2.1228808,0.38124999999999998,UC - None - 0.381 cm radius - 0.304 cm margin,0.75969,0001,0.52124999999999999,82.54,7.1,0.00424,-2.8,flibe,0.412529296875  -0.714521701798  0.0  ,0.82505859375  0.0  0.0  ,-0.412529296875  -0.714521701798  0.0  ,0.0  0.0  -2.5,0.00016,1.07,False,80,0.42124999999999996,1.0,0.0,helium
78,0013,-13.43672,0.00046633,2.4,2.0,0.38124999999999998,50000,5.2403e-06,0.47060546874999998,0011,0.1,11.68,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.7627e-08,True,0.26019,0.04,-2.1228808,0.38124999999999998,UC - None - 0.381 cm radius - 0.471 cm margin,0.76341,0001,0.52124999999999999,83.23,7.1,0.00534,-2.8,flibe,0.495927734375  -0.85897203282  0.0  ,0.99185546875  0.0  0.0  ,-0.495927734375  -0.85897203282  0.0  ,0.0  0.0  -2.5,0.00021,5.09,False,80,0.42124999999999996,1.0,0.0,helium
79,0013,-13.43672,0.00041802,2.4,3.0,0.31874999999999998,50000,5.5312e-06,0.39345703124999998,0011,0.1,11.28,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,2.8481e-08,True,0.25063,0.04,-2.1228808,0.31874999999999998,UC - None - 0.319 cm radius - 0.393 cm margin,0.7549,0001,0.45874999999999999,83.19,6.57,0.00388,-2.8,flibe,0.426103515625  -0.738032938346  0.0  ,0.85220703125  0.0  0.0  ,-0.426103515625  -0.738032938346  0.0  ,0.0  0.0  -2.5,0.00022,5.53,False,80,0.35874999999999996,1.0,0.0,helium
80,0013,-13.43672,0.00015186,2.4,6.0,0.50624999999999998,50000,9.5123e-06,0.84638671874999993,0011,0.1,9.13,SiC-SiC,10,0.0  0.0  0.0,uranium-carbide,0012,0.0  0.0  5.0,-4.1031e-05,6.7124e-08,True,0.20834,0.04,-2.1228808,0.50624999999999998,UC - None - 0.506 cm radius - 0.846 cm margin,0.80372,0001,0.64624999999999999,78.88,7.61,0.00278,-2.8,flibe,0.746318359375  -1.29266131706  0.0  ,1.49263671875  0.0  0.0  ,-0.746318359375  -1.29266131706  0.0  ,0.0  0.0  -2.5,0.00026,11.99,False,80,0.54625000000000001,1.0,0.0,helium
